date,season,year,month,holiday,weekday,workingday,weather,casual,registered,count,day_type
2011-10-02,Winter,2011,Oct,0,Sun,0,Misty/Cloudy,616,2302,2918,Weekend
2011-10-03,Winter,2011,Oct,0,Mon,1,Misty/Cloudy,330,3240,3570,Working Day
2011-10-04,Winter,2011,Oct,0,Tue,1,Clear/Partly Cloudy,486,3970,4456,Working Day
2011-10-05,Winter,2011,Oct,0,Wed,1,Clear/Partly Cloudy,559,4267,4826,Working Day
2011-10-06,Winter,2011,Oct,0,Thu,1,Clear/Partly Cloudy,639,4126,4765,Working Day
2011-10-07,Winter,2011,Oct,0,Fri,1,Clear/Partly Cloudy,949,4036,4985,Working Day
2011-10-08,Winter,2011,Oct,0,Sat,0,Clear/Partly Cloudy,2235,3174,5409,Weekend
2011-10-09,Winter,2011,Oct,0,Sun,0,Clear/Partly Cloudy,2397,3114,5511,Weekend
2011-10-10,Winter,2011,Oct,1,Mon,0,Clear/Partly Cloudy,1514,3603,5117,Holiday
2011-10-11,Winter,2011,Oct,0,Tue,1,Misty/Cloudy,667,3896,4563,Working Day
2011-10-12,Winter,2011,Oct,0,Wed,1,Light Rain/Snow,217,2199,2416,Working Day
2011-10-13,Winter,2011,Oct,0,Thu,1,Misty/Cloudy,290,2623,2913,Working Day
2011-10-14,Winter,2011,Oct,0,Fri,1,Misty/Cloudy,529,3115,3644,Working Day
2011-10-15,Winter,2011,Oct,0,Sat,0,Clear/Partly Cloudy,1899,3318,5217,Weekend
2011-10-16,Winter,2011,Oct,0,Sun,0,Clear/Partly Cloudy,1748,3293,5041,Weekend
2011-10-17,Winter,2011,Oct,0,Mon,1,Clear/Partly Cloudy,713,3857,4570,Working Day
2011-10-18,Winter,2011,Oct,0,Tue,1,Misty/Cloudy,637,4111,4748,Working Day
2011-10-19,Winter,2011,Oct,0,Wed,1,Light Rain/Snow,254,2170,2424,Working Day
2011-10-20,Winter,2011,Oct,0,Thu,1,Clear/Partly Cloudy,471,3724,4195,Working Day
2011-10-21,Winter,2011,Oct,0,Fri,1,Clear/Partly Cloudy,676,3628,4304,Working Day
2011-10-22,Winter,2011,Oct,0,Sat,0,Clear/Partly Cloudy,1499,2809,4308,Weekend
2011-10-23,Winter,2011,Oct,0,Sun,0,Clear/Partly Cloudy,1619,2762,4381,Weekend
2011-10-24,Winter,2011,Oct,0,Mon,1,Clear/Partly Cloudy,699,3488,4187,Working Day
2011-10-25,Winter,2011,Oct,0,Tue,1,Clear/Partly Cloudy,695,3992,4687,Working Day
2011-10-26,Winter,2011,Oct,0,Wed,1,Misty/Cloudy,404,3490,3894,Working Day
2011-10-27,Winter,2011,Oct,0,Thu,1,Misty/Cloudy,240,2419,2659,Working Day
2011-10-28,Winter,2011,Oct,0,Fri,1,Misty/Cloudy,456,3291,3747,Working Day
2011-10-29,Winter,2011,Oct,0,Sat,0,Light Rain/Snow,57,570,627,Weekend
2011-10-30,Winter,2011,Oct,0,Sun,0,Clear/Partly Cloudy,885,2446,3331,Weekend
2011-10-31,Winter,2011,Oct,0,Mon,1,Clear/Partly Cloudy,362,3307,3669,Working Day
2011-11-01,Winter,2011,Nov,0,Tue,1,Clear/Partly Cloudy,410,3658,4068,Working Day
2011-11-02,Winter,2011,Nov,0,Wed,1,Clear/Partly Cloudy,370,3816,4186,Working Day
2011-11-03,Winter,2011,Nov,0,Thu,1,Clear/Partly Cloudy,318,3656,3974,Working Day
2011-11-04,Winter,2011,Nov,0,Fri,1,Misty/Cloudy,470,3576,4046,Working Day
2011-11-05,Winter,2011,Nov,0,Sat,0,Clear/Partly Cloudy,1156,2770,3926,Weekend
2011-11-06,Winter,2011,Nov,0,Sun,0,Clear/Partly Cloudy,952,2697,3649,Weekend
2011-11-07,Winter,2011,Nov,0,Mon,1,Clear/Partly Cloudy,373,3662,4035,Working Day
2011-11-08,Winter,2011,Nov,0,Tue,1,Clear/Partly Cloudy,376,3829,4205,Working Day
2011-11-09,Winter,2011,Nov,0,Wed,1,Clear/Partly Cloudy,305,3804,4109,Working Day
2011-11-10,Winter,2011,Nov,0,Thu,1,Misty/Cloudy,190,2743,2933,Working Day
2011-11-11,Winter,2011,Nov,1,Fri,0,Clear/Partly Cloudy,440,2928,3368,Holiday
2011-11-12,Winter,2011,Nov,0,Sat,0,Clear/Partly Cloudy,1275,2792,4067,Weekend
2011-11-13,Winter,2011,Nov,0,Sun,0,Clear/Partly Cloudy,1004,2713,3717,Weekend
2011-11-14,Winter,2011,Nov,0,Mon,1,Clear/Partly Cloudy,595,3891,4486,Working Day
2011-11-15,Winter,2011,Nov,0,Tue,1,Misty/Cloudy,449,3746,4195,Working Day
2011-11-16,Winter,2011,Nov,0,Wed,1,Light Rain/Snow,145,1672,1817,Working Day
2011-11-17,Winter,2011,Nov,0,Thu,1,Misty/Cloudy,139,2914,3053,Working Day
2011-11-18,Winter,2011,Nov,0,Fri,1,Clear/Partly Cloudy,245,3147,3392,Working Day
2011-11-19,Winter,2011,Nov,0,Sat,0,Clear/Partly Cloudy,943,2720,3663,Weekend
2011-11-20,Winter,2011,Nov,0,Sun,0,Misty/Cloudy,787,2733,3520,Weekend
2011-11-21,Winter,2011,Nov,0,Mon,1,Light Rain/Snow,220,2545,2765,Working Day
2011-11-22,Winter,2011,Nov,0,Tue,1,Light Rain/Snow,69,1538,1607,Working Day
2011-11-23,Winter,2011,Nov,0,Wed,1,Misty/Cloudy,112,2454,2566,Working Day
2011-11-24,Winter,2011,Nov,1,Thu,0,Clear/Partly Cloudy,560,935,1495,Holiday
2011-11-25,Winter,2011,Nov,0,Fri,1,Clear/Partly Cloudy,1095,1697,2792,Working Day
2011-11-26,Winter,2011,Nov,0,Sat,0,Clear/Partly Cloudy,1249,1819,3068,Weekend
2011-11-27,Winter,2011,Nov,0,Sun,0,Clear/Partly Cloudy,810,2261,3071,Weekend
2011-11-28,Winter,2011,Nov,0,Mon,1,Clear/Partly Cloudy,253,3614,3867,Working Day
2011-11-29,Winter,2011,Nov,0,Tue,1,Misty/Cloudy,96,2818,2914,Working Day
2011-11-30,Winter,2011,Nov,0,Wed,1,Clear/Partly Cloudy,188,3425,3613,Working Day
2011-12-01,Winter,2011,Dec,0,Thu,1,Clear/Partly Cloudy,182,3545,3727,Working Day
2011-12-02,Winter,2011,Dec,0,Fri,1,Clear/Partly Cloudy,268,3672,3940,Working Day
2011-12-03,Winter,2011,Dec,0,Sat,0,Clear/Partly Cloudy,706,2908,3614,Weekend
2011-12-04,Winter,2011,Dec,0,Sun,0,Clear/Partly Cloudy,634,2851,3485,Weekend
2011-12-05,Winter,2011,Dec,0,Mon,1,Misty/Cloudy,233,3578,3811,Working Day
2011-12-06,Winter,2011,Dec,0,Tue,1,Light Rain/Snow,126,2468,2594,Working Day
2011-12-07,Winter,2011,Dec,0,Wed,1,Light Rain/Snow,50,655,705,Working Day
2011-12-08,Winter,2011,Dec,0,Thu,1,Clear/Partly Cloudy,150,3172,3322,Working Day
2011-12-09,Winter,2011,Dec,0,Fri,1,Clear/Partly Cloudy,261,3359,3620,Working Day
2011-12-10,Winter,2011,Dec,0,Sat,0,Clear/Partly Cloudy,502,2688,3190,Weekend
2011-12-11,Winter,2011,Dec,0,Sun,0,Clear/Partly Cloudy,377,2366,2743,Weekend
2011-12-12,Winter,2011,Dec,0,Mon,1,Clear/Partly Cloudy,143,3167,3310,Working Day
2011-12-13,Winter,2011,Dec,0,Tue,1,Clear/Partly Cloudy,155,3368,3523,Working Day
2011-12-14,Winter,2011,Dec,0,Wed,1,Misty/Cloudy,178,3562,3740,Working Day
2011-12-15,Winter,2011,Dec,0,Thu,1,Misty/Cloudy,181,3528,3709,Working Day
2011-12-16,Winter,2011,Dec,0,Fri,1,Misty/Cloudy,178,3399,3577,Working Day
2011-12-17,Winter,2011,Dec,0,Sat,0,Misty/Cloudy,275,2464,2739,Weekend
2011-12-18,Winter,2011,Dec,0,Sun,0,Clear/Partly Cloudy,220,2211,2431,Weekend
2011-12-19,Winter,2011,Dec,0,Mon,1,Clear/Partly Cloudy,260,3143,3403,Working Day
2011-12-20,Winter,2011,Dec,0,Tue,1,Misty/Cloudy,216,3534,3750,Working Day
2011-12-21,Spring,2011,Dec,0,Wed,1,Misty/Cloudy,107,2553,2660,Working Day
2011-12-22,Spring,2011,Dec,0,Thu,1,Misty/Cloudy,227,2841,3068,Working Day
2011-12-23,Spring,2011,Dec,0,Fri,1,Clear/Partly Cloudy,163,2046,2209,Working Day
2011-12-24,Spring,2011,Dec,0,Sat,0,Clear/Partly Cloudy,155,856,1011,Weekend
2011-12-25,Spring,2011,Dec,0,Sun,0,Clear/Partly Cloudy,303,451,754,Weekend
2011-12-26,Spring,2011,Dec,1,Mon,0,Clear/Partly Cloudy,430,887,1317,Holiday
2011-12-27,Spring,2011,Dec,0,Tue,1,Misty/Cloudy,103,1059,1162,Working Day
2011-12-28,Spring,2011,Dec,0,Wed,1,Clear/Partly Cloudy,255,2047,2302,Working Day
2011-12-29,Spring,2011,Dec,0,Thu,1,Clear/Partly Cloudy,254,2169,2423,Working Day
2011-12-30,Spring,2011,Dec,0,Fri,1,Clear/Partly Cloudy,491,2508,2999,Working Day
2011-12-31,Spring,2011,Dec,0,Sat,0,Clear/Partly Cloudy,665,1820,2485,Weekend
2012-01-01,Spring,2012,Jan,0,Sun,0,Clear/Partly Cloudy,686,1608,2294,Weekend
2012-01-02,Spring,2012,Jan,1,Mon,0,Clear/Partly Cloudy,244,1707,1951,Holiday
2012-01-03,Spring,2012,Jan,0,Tue,1,Clear/Partly Cloudy,89,2147,2236,Working Day
2012-01-04,Spring,2012,Jan,0,Wed,1,Misty/Cloudy,95,2273,2368,Working Day
2012-01-05,Spring,2012,Jan,0,Thu,1,Clear/Partly Cloudy,140,3132,3272,Working Day
2012-01-06,Spring,2012,Jan,0,Fri,1,Clear/Partly Cloudy,307,3791,4098,Working Day
2012-01-07,Spring,2012,Jan,0,Sat,0,Clear/Partly Cloudy,1070,3451,4521,Weekend
2012-01-08,Spring,2012,Jan,0,Sun,0,Clear/Partly Cloudy,599,2826,3425,Weekend
2012-01-09,Spring,2012,Jan,0,Mon,1,Misty/Cloudy,106,2270,2376,Working Day
2012-01-10,Spring,2012,Jan,0,Tue,1,Clear/Partly Cloudy,173,3425,3598,Working Day
2012-01-11,Spring,2012,Jan,0,Wed,1,Misty/Cloudy,92,2085,2177,Working Day
2012-01-12,Spring,2012,Jan,0,Thu,1,Misty/Cloudy,269,3828,4097,Working Day
2012-01-13,Spring,2012,Jan,0,Fri,1,Clear/Partly Cloudy,174,3040,3214,Working Day
2012-01-14,Spring,2012,Jan,0,Sat,0,Clear/Partly Cloudy,333,2160,2493,Weekend
2012-01-15,Spring,2012,Jan,0,Sun,0,Clear/Partly Cloudy,284,2027,2311,Weekend
2012-01-16,Spring,2012,Jan,1,Mon,0,Clear/Partly Cloudy,217,2081,2298,Holiday
2012-01-17,Spring,2012,Jan,0,Tue,1,Misty/Cloudy,127,2808,2935,Working Day
2012-01-18,Spring,2012,Jan,0,Wed,1,Clear/Partly Cloudy,109,3267,3376,Working Day
2012-01-19,Spring,2012,Jan,0,Thu,1,Clear/Partly Cloudy,130,3162,3292,Working Day
2012-01-20,Spring,2012,Jan,0,Fri,1,Misty/Cloudy,115,3048,3163,Working Day
2012-01-21,Spring,2012,Jan,0,Sat,0,Misty/Cloudy,67,1234,1301,Weekend
2012-01-22,Spring,2012,Jan,0,Sun,0,Misty/Cloudy,196,1781,1977,Weekend
2012-01-23,Spring,2012,Jan,0,Mon,1,Misty/Cloudy,145,2287,2432,Working Day
2012-01-24,Spring,2012,Jan,0,Tue,1,Clear/Partly Cloudy,439,3900,4339,Working Day
2012-01-25,Spring,2012,Jan,0,Wed,1,Clear/Partly Cloudy,467,3803,4270,Working Day
2012-01-26,Spring,2012,Jan,0,Thu,1,Misty/Cloudy,244,3831,4075,Working Day
2012-01-27,Spring,2012,Jan,0,Fri,1,Misty/Cloudy,269,3187,3456,Working Day
2012-01-28,Spring,2012,Jan,0,Sat,0,Clear/Partly Cloudy,775,3248,4023,Weekend
2012-01-29,Spring,2012,Jan,0,Sun,0,Clear/Partly Cloudy,558,2685,3243,Weekend
2012-01-30,Spring,2012,Jan,0,Mon,1,Clear/Partly Cloudy,126,3498,3624,Working Day
2012-01-31,Spring,2012,Jan,0,Tue,1,Clear/Partly Cloudy,324,4185,4509,Working Day
2012-02-01,Spring,2012,Feb,0,Wed,1,Clear/Partly Cloudy,304,4275,4579,Working Day
2012-02-02,Spring,2012,Feb,0,Thu,1,Misty/Cloudy,190,3571,3761,Working Day
2012-02-03,Spring,2012,Feb,0,Fri,1,Clear/Partly Cloudy,310,3841,4151,Working Day
2012-02-04,Spring,2012,Feb,0,Sat,0,Misty/Cloudy,384,2448,2832,Weekend
2012-02-05,Spring,2012,Feb,0,Sun,0,Misty/Cloudy,318,2629,2947,Weekend
2012-02-06,Spring,2012,Feb,0,Mon,1,Clear/Partly Cloudy,206,3578,3784,Working Day
2012-02-07,Spring,2012,Feb,0,Tue,1,Clear/Partly Cloudy,199,4176,4375,Working Day
2012-02-08,Spring,2012,Feb,0,Wed,1,Misty/Cloudy,109,2693,2802,Working Day
2012-02-09,Spring,2012,Feb,0,Thu,1,Clear/Partly Cloudy,163,3667,3830,Working Day
2012-02-10,Spring,2012,Feb,0,Fri,1,Misty/Cloudy,227,3604,3831,Working Day
2012-02-11,Spring,2012,Feb,0,Sat,0,Light Rain/Snow,192,1977,2169,Weekend
2012-02-12,Spring,2012,Feb,0,Sun,0,Clear/Partly Cloudy,73,1456,1529,Weekend
2012-02-13,Spring,2012,Feb,0,Mon,1,Clear/Partly Cloudy,94,3328,3422,Working Day
2012-02-14,Spring,2012,Feb,0,Tue,1,Misty/Cloudy,135,3787,3922,Working Day
2012-02-15,Spring,2012,Feb,0,Wed,1,Clear/Partly Cloudy,141,4028,4169,Working Day
2012-02-16,Spring,2012,Feb,0,Thu,1,Misty/Cloudy,74,2931,3005,Working Day
2012-02-17,Spring,2012,Feb,0,Fri,1,Clear/Partly Cloudy,349,3805,4154,Working Day
2012-02-18,Spring,2012,Feb,0,Sat,0,Clear/Partly Cloudy,1435,2883,4318,Weekend
2012-02-19,Spring,2012,Feb,0,Sun,0,Misty/Cloudy,618,2071,2689,Weekend
2012-02-20,Spring,2012,Feb,1,Mon,0,Clear/Partly Cloudy,502,2627,3129,Holiday
2012-02-21,Spring,2012,Feb,0,Tue,1,Clear/Partly Cloudy,163,3614,3777,Working Day
2012-02-22,Spring,2012,Feb,0,Wed,1,Clear/Partly Cloudy,394,4379,4773,Working Day
2012-02-23,Spring,2012,Feb,0,Thu,1,Clear/Partly Cloudy,516,4546,5062,Working Day
2012-02-24,Spring,2012,Feb,0,Fri,1,Misty/Cloudy,246,3241,3487,Working Day
2012-02-25,Spring,2012,Feb,0,Sat,0,Clear/Partly Cloudy,317,2415,2732,Weekend
2012-02-26,Spring,2012,Feb,0,Sun,0,Clear/Partly Cloudy,515,2874,3389,Weekend
2012-02-27,Spring,2012,Feb,0,Mon,1,Clear/Partly Cloudy,253,4069,4322,Working Day
2012-02-28,Spring,2012,Feb,0,Tue,1,Clear/Partly Cloudy,229,4134,4363,Working Day
2012-02-29,Spring,2012,Feb,0,Wed,1,Misty/Cloudy,65,1769,1834,Working Day
2012-03-01,Spring,2012,Mar,0,Thu,1,Clear/Partly Cloudy,325,4665,4990,Working Day
2012-03-02,Spring,2012,Mar,0,Fri,1,Misty/Cloudy,246,2948,3194,Working Day
2012-03-03,Spring,2012,Mar,0,Sat,0,Misty/Cloudy,956,3110,4066,Weekend
2012-03-04,Spring,2012,Mar,0,Sun,0,Clear/Partly Cloudy,710,2713,3423,Weekend
2012-03-05,Spring,2012,Mar,0,Mon,1,Clear/Partly Cloudy,203,3130,3333,Working Day
2012-03-06,Spring,2012,Mar,0,Tue,1,Clear/Partly Cloudy,221,3735,3956,Working Day
2012-03-07,Spring,2012,Mar,0,Wed,1,Clear/Partly Cloudy,432,4484,4916,Working Day
2012-03-08,Spring,2012,Mar,0,Thu,1,Clear/Partly Cloudy,486,4896,5382,Working Day
2012-03-09,Spring,2012,Mar,0,Fri,1,Misty/Cloudy,447,4122,4569,Working Day
2012-03-10,Spring,2012,Mar,0,Sat,0,Clear/Partly Cloudy,968,3150,4118,Weekend
2012-03-11,Spring,2012,Mar,0,Sun,0,Clear/Partly Cloudy,1658,3253,4911,Weekend
2012-03-12,Spring,2012,Mar,0,Mon,1,Clear/Partly Cloudy,838,4460,5298,Working Day
2012-03-13,Spring,2012,Mar,0,Tue,1,Clear/Partly Cloudy,762,5085,5847,Working Day
2012-03-14,Spring,2012,Mar,0,Wed,1,Clear/Partly Cloudy,997,5315,6312,Working Day
2012-03-15,Spring,2012,Mar,0,Thu,1,Clear/Partly Cloudy,1005,5187,6192,Working Day
2012-03-16,Spring,2012,Mar,0,Fri,1,Misty/Cloudy,548,3830,4378,Working Day
2012-03-17,Spring,2012,Mar,0,Sat,0,Misty/Cloudy,3155,4681,7836,Weekend
2012-03-18,Spring,2012,Mar,0,Sun,0,Misty/Cloudy,2207,3685,5892,Weekend
2012-03-19,Spring,2012,Mar,0,Mon,1,Clear/Partly Cloudy,982,5171,6153,Working Day
2012-03-20,Spring,2012,Mar,0,Tue,1,Clear/Partly Cloudy,1051,5042,6093,Working Day
2012-03-21,Summer,2012,Mar,0,Wed,1,Misty/Cloudy,1122,5108,6230,Working Day
2012-03-22,Summer,2012,Mar,0,Thu,1,Clear/Partly Cloudy,1334,5537,6871,Working Day
2012-03-23,Summer,2012,Mar,0,Fri,1,Misty/Cloudy,2469,5893,8362,Working Day
2012-03-24,Summer,2012,Mar,0,Sat,0,Misty/Cloudy,1033,2339,3372,Weekend
2012-03-25,Summer,2012,Mar,0,Sun,0,Misty/Cloudy,1532,3464,4996,Weekend
2012-03-26,Summer,2012,Mar,0,Mon,1,Clear/Partly Cloudy,795,4763,5558,Working Day
2012-03-27,Summer,2012,Mar,0,Tue,1,Clear/Partly Cloudy,531,4571,5102,Working Day
2012-03-28,Summer,2012,Mar,0,Wed,1,Clear/Partly Cloudy,674,5024,5698,Working Day
2012-03-29,Summer,2012,Mar,0,Thu,1,Clear/Partly Cloudy,834,5299,6133,Working Day
2012-03-30,Summer,2012,Mar,0,Fri,1,Misty/Cloudy,796,4663,5459,Working Day
2012-03-31,Summer,2012,Mar,0,Sat,0,Misty/Cloudy,2301,3934,6235,Weekend
2012-04-01,Summer,2012,Apr,0,Sun,0,Misty/Cloudy,2347,3694,6041,Weekend
2012-04-02,Summer,2012,Apr,0,Mon,1,Clear/Partly Cloudy,1208,4728,5936,Working Day
2012-04-03,Summer,2012,Apr,0,Tue,1,Clear/Partly Cloudy,1348,5424,6772,Working Day
2012-04-04,Summer,2012,Apr,0,Wed,1,Clear/Partly Cloudy,1058,5378,6436,Working Day
2012-04-05,Summer,2012,Apr,0,Thu,1,Clear/Partly Cloudy,1192,5265,6457,Working Day
2012-04-06,Summer,2012,Apr,0,Fri,1,Clear/Partly Cloudy,1807,4653,6460,Working Day
2012-04-07,Summer,2012,Apr,0,Sat,0,Clear/Partly Cloudy,3252,3605,6857,Weekend
2012-04-08,Summer,2012,Apr,0,Sun,0,Clear/Partly Cloudy,2230,2939,5169,Weekend
2012-04-09,Summer,2012,Apr,0,Mon,1,Clear/Partly Cloudy,905,4680,5585,Working Day
2012-04-10,Summer,2012,Apr,0,Tue,1,Clear/Partly Cloudy,819,5099,5918,Working Day
2012-04-11,Summer,2012,Apr,0,Wed,1,Clear/Partly Cloudy,482,4380,4862,Working Day
2012-04-12,Summer,2012,Apr,0,Thu,1,Clear/Partly Cloudy,663,4746,5409,Working Day
2012-04-13,Summer,2012,Apr,0,Fri,1,Clear/Partly Cloudy,1252,5146,6398,Working Day
2012-04-14,Summer,2012,Apr,0,Sat,0,Clear/Partly Cloudy,2795,4665,7460,Weekend
2012-04-15,Summer,2012,Apr,0,Sun,0,Clear/Partly Cloudy,2846,4286,7132,Weekend
2012-04-16,Summer,2012,Apr,1,Mon,0,Clear/Partly Cloudy,1198,5172,6370,Holiday
2012-04-17,Summer,2012,Apr,0,Tue,1,Clear/Partly Cloudy,989,5702,6691,Working Day
2012-04-18,Summer,2012,Apr,0,Wed,1,Misty/Cloudy,347,4020,4367,Working Day
2012-04-19,Summer,2012,Apr,0,Thu,1,Clear/Partly Cloudy,846,5719,6565,Working Day
2012-04-20,Summer,2012,Apr,0,Fri,1,Clear/Partly Cloudy,1340,5950,7290,Working Day
2012-04-21,Summer,2012,Apr,0,Sat,0,Clear/Partly Cloudy,2541,4083,6624,Weekend
2012-04-22,Summer,2012,Apr,0,Sun,0,Light Rain/Snow,120,907,1027,Weekend
2012-04-23,Summer,2012,Apr,0,Mon,1,Misty/Cloudy,195,3019,3214,Working Day
2012-04-24,Summer,2012,Apr,0,Tue,1,Clear/Partly Cloudy,518,5115,5633,Working Day
2012-04-25,Summer,2012,Apr,0,Wed,1,Clear/Partly Cloudy,655,5541,6196,Working Day
2012-04-26,Summer,2012,Apr,0,Thu,1,Misty/Cloudy,475,4551,5026,Working Day
2012-04-27,Summer,2012,Apr,0,Fri,1,Clear/Partly Cloudy,1014,5219,6233,Working Day
2012-04-28,Summer,2012,Apr,0,Sat,0,Misty/Cloudy,1120,3100,4220,Weekend
2012-04-29,Summer,2012,Apr,0,Sun,0,Clear/Partly Cloudy,2229,4075,6304,Weekend
2012-04-30,Summer,2012,Apr,0,Mon,1,Misty/Cloudy,665,4907,5572,Working Day
2012-05-01,Summer,2012,May,0,Tue,1,Misty/Cloudy,653,5087,5740,Working Day
2012-05-02,Summer,2012,May,0,Wed,1,Clear/Partly Cloudy,667,5502,6169,Working Day
2012-05-03,Summer,2012,May,0,Thu,1,Misty/Cloudy,764,5657,6421,Working Day
2012-05-04,Summer,2012,May,0,Fri,1,Clear/Partly Cloudy,1069,5227,6296,Working Day
2012-05-05,Summer,2012,May,0,Sat,0,Misty/Cloudy,2496,4387,6883,Weekend
2012-05-06,Summer,2012,May,0,Sun,0,Misty/Cloudy,2135,4224,6359,Weekend
2012-05-07,Summer,2012,May,0,Mon,1,Misty/Cloudy,1008,5265,6273,Working Day
2012-05-08,Summer,2012,May,0,Tue,1,Misty/Cloudy,738,4990,5728,Working Day
2012-05-09,Summer,2012,May,0,Wed,1,Misty/Cloudy,620,4097,4717,Working Day
2012-05-10,Summer,2012,May,0,Thu,1,Clear/Partly Cloudy,1026,5546,6572,Working Day
2012-05-11,Summer,2012,May,0,Fri,1,Clear/Partly Cloudy,1319,5711,7030,Working Day
2012-05-12,Summer,2012,May,0,Sat,0,Clear/Partly Cloudy,2622,4807,7429,Weekend
2012-05-13,Summer,2012,May,0,Sun,0,Clear/Partly Cloudy,2172,3946,6118,Weekend
2012-05-14,Summer,2012,May,0,Mon,1,Misty/Cloudy,342,2501,2843,Working Day
2012-05-15,Summer,2012,May,0,Tue,1,Misty/Cloudy,625,4490,5115,Working Day
2012-05-16,Summer,2012,May,0,Wed,1,Clear/Partly Cloudy,991,6433,7424,Working Day
2012-05-17,Summer,2012,May,0,Thu,1,Clear/Partly Cloudy,1242,6142,7384,Working Day
2012-05-18,Summer,2012,May,0,Fri,1,Clear/Partly Cloudy,1521,6118,7639,Working Day
2012-05-19,Summer,2012,May,0,Sat,0,Clear/Partly Cloudy,3410,4884,8294,Weekend
2012-05-20,Summer,2012,May,0,Sun,0,Clear/Partly Cloudy,2704,4425,7129,Weekend
2012-05-21,Summer,2012,May,0,Mon,1,Misty/Cloudy,630,3729,4359,Working Day
2012-05-22,Summer,2012,May,0,Tue,1,Misty/Cloudy,819,5254,6073,Working Day
2012-05-23,Summer,2012,May,0,Wed,1,Misty/Cloudy,766,4494,5260,Working Day
2012-05-24,Summer,2012,May,0,Thu,1,Clear/Partly Cloudy,1059,5711,6770,Working Day
2012-05-25,Summer,2012,May,0,Fri,1,Clear/Partly Cloudy,1417,5317,6734,Working Day
2012-05-26,Summer,2012,May,0,Sat,0,Clear/Partly Cloudy,2855,3681,6536,Weekend
2012-05-27,Summer,2012,May,0,Sun,0,Clear/Partly Cloudy,3283,3308,6591,Weekend
2012-05-28,Summer,2012,May,1,Mon,0,Clear/Partly Cloudy,2557,3486,6043,Holiday
2012-05-29,Summer,2012,May,0,Tue,1,Clear/Partly Cloudy,880,4863,5743,Working Day
2012-05-30,Summer,2012,May,0,Wed,1,Misty/Cloudy,745,6110,6855,Working Day
2012-05-31,Summer,2012,May,0,Thu,1,Clear/Partly Cloudy,1100,6238,7338,Working Day
2012-06-01,Summer,2012,Jun,0,Fri,1,Misty/Cloudy,533,3594,4127,Working Day
2012-06-02,Summer,2012,Jun,0,Sat,0,Clear/Partly Cloudy,2795,5325,8120,Weekend
2012-06-03,Summer,2012,Jun,0,Sun,0,Clear/Partly Cloudy,2494,5147,7641,Weekend
2012-06-04,Summer,2012,Jun,0,Mon,1,Clear/Partly Cloudy,1071,5927,6998,Working Day
2012-06-05,Summer,2012,Jun,0,Tue,1,Misty/Cloudy,968,6033,7001,Working Day
2012-06-06,Summer,2012,Jun,0,Wed,1,Clear/Partly Cloudy,1027,6028,7055,Working Day
2012-06-07,Summer,2012,Jun,0,Thu,1,Clear/Partly Cloudy,1038,6456,7494,Working Day
2012-06-08,Summer,2012,Jun,0,Fri,1,Clear/Partly Cloudy,1488,6248,7736,Working Day
2012-06-09,Summer,2012,Jun,0,Sat,0,Clear/Partly Cloudy,2708,4790,7498,Weekend
2012-06-10,Summer,2012,Jun,0,Sun,0,Clear/Partly Cloudy,2224,4374,6598,Weekend
2012-06-11,Summer,2012,Jun,0,Mon,1,Misty/Cloudy,1017,5647,6664,Working Day
2012-06-12,Summer,2012,Jun,0,Tue,1,Misty/Cloudy,477,4495,4972,Working Day
2012-06-13,Summer,2012,Jun,0,Wed,1,Clear/Partly Cloudy,1173,6248,7421,Working Day
2012-06-14,Summer,2012,Jun,0,Thu,1,Clear/Partly Cloudy,1180,6183,7363,Working Day
2012-06-15,Summer,2012,Jun,0,Fri,1,Clear/Partly Cloudy,1563,6102,7665,Working Day
2012-06-16,Summer,2012,Jun,0,Sat,0,Clear/Partly Cloudy,2963,4739,7702,Weekend
2012-06-17,Summer,2012,Jun,0,Sun,0,Clear/Partly Cloudy,2634,4344,6978,Weekend
2012-06-18,Summer,2012,Jun,0,Mon,1,Misty/Cloudy,653,4446,5099,Working Day
2012-06-19,Summer,2012,Jun,0,Tue,1,Clear/Partly Cloudy,968,5857,6825,Working Day
2012-06-20,Summer,2012,Jun,0,Wed,1,Clear/Partly Cloudy,872,5339,6211,Working Day
2012-06-21,Fall,2012,Jun,0,Thu,1,Clear/Partly Cloudy,778,5127,5905,Working Day
2012-06-22,Fall,2012,Jun,0,Fri,1,Clear/Partly Cloudy,964,4859,5823,Working Day
2012-06-23,Fall,2012,Jun,0,Sat,0,Clear/Partly Cloudy,2657,4801,7458,Weekend
2012-06-24,Fall,2012,Jun,0,Sun,0,Clear/Partly Cloudy,2551,4340,6891,Weekend
2012-06-25,Fall,2012,Jun,0,Mon,1,Clear/Partly Cloudy,1139,5640,6779,Working Day
2012-06-26,Fall,2012,Jun,0,Tue,1,Clear/Partly Cloudy,1077,6365,7442,Working Day
2012-06-27,Fall,2012,Jun,0,Wed,1,Clear/Partly Cloudy,1077,6258,7335,Working Day
2012-06-28,Fall,2012,Jun,0,Thu,1,Clear/Partly Cloudy,921,5958,6879,Working Day
2012-06-29,Fall,2012,Jun,0,Fri,1,Clear/Partly Cloudy,829,4634,5463,Working Day
2012-06-30,Fall,2012,Jun,0,Sat,0,Clear/Partly Cloudy,1455,4232,5687,Weekend
